"plant_ID","strain_ID","line","exp","chloro1","height1","leaf1","chloro2","height2","leaf2","nod","nod.weight","shoot","root","rack","pos","type","add","strains","region","pop","plant_origin","lat","long","line_exp","soil","compat"
"1130","25B","A17","2",26.7,3.1,3,52.4,11,13,32,1.36,0.15,0.11,"D5","10","treated","MAG","MAG25B","SPAIN","9","ESP174",36.91188333,-3.47665,"A17_2","9",1
"905","6A","A17","2",51.4,3.2,5,55.4,12.7,7,7,0.43,0.21,0.04,"B7","5","treated","MAG","MAG6A","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"1208","6A","A17","2",46.1,5.8,7,49.7,25.5,34,132,1.96,0.58,0.19,"E1","8","treated","MAG","MAG6A","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"1330","6A","A17","2",40.9,6.5,6,45.2,26,29,77,0.86,0.46,0.2,"F1","10","treated","MAG","MAG6A","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"866","6B","A17","2",42.4,3.5,6,43.1,20.5,7,66,0.62,0.38,0.1,"B3","6","treated","MAG","MAG6B","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"1325","6B","A17","2",42.1,4.5,4,48.9,21,27,52,1.83,0.38,0.17,"F1","5","treated","MAG","MAG6B","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"1470","6B","A17","2",43.3,4.3,4,46.3,9,17,21,1.3,0.32,0.14,"E13","10","treated","MAG","MAG6B","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"724","701B","A17","2",29.3,3.7,5,46.2,14.6,8,56,1.82,0.24,0.08,"A1","4","treated","MAG","MAG701B","CORSICA","C3","F83026",42.97463333,9.365783333,"A17_2","C3",1
"845","701B","A17","2",38.2,3.4,5,40.9,14.5,7,59,0.88,0.21,0.03,"B1","5","treated","MAG","MAG701B","CORSICA","C3","F83026",42.97463333,9.365783333,"A17_2","C3",1
"1271","701B","A17","2",51,3.6,5,43.3,11,12,151,1.06,0.2,0.07,"E8","1","treated","MAG","MAG701B","CORSICA","C3","F83026",42.97463333,9.365783333,"A17_2","C3",1
"1365","701B","A17","2",28.4,3.5,4,42.3,14,14,24,0.57,0.21,0.07,"F5","5","treated","MAG","MAG701B","CORSICA","C3","F83026",42.97463333,9.365783333,"A17_2","C3",1
"909","710A","A17","2",NA,0.3,2,44.6,9.8,2,8,0.66,0.04,0.01,"B7","9","treated","MAG","MAG710A","CORSICA","C4","F20093",42.59243333,9.04045,"A17_2","C4",1
"1033","710A","A17","2",46.7,3.7,4,44.3,11.8,13,69,0.81,0.3,0.12,"C8","3","treated","MAG","MAG710A","CORSICA","C4","F20093",42.59243333,9.04045,"A17_2","C4",1
"767","710B","A17","2",39.4,3.9,7,55.4,16.6,9,31,1.42,0.61,0.07,"A5","7","treated","MAG","MAG710B","CORSICA","C4","F20093",42.59243333,9.04045,"A17_2","C4",1
"933","710B","A17","2",43.1,3.8,5,46.8,17.5,14,9,0.15,0.44,0.04,"B10","3","treated","MAG","MAG710B","CORSICA","C4","F20093",42.59243333,9.04045,"A17_2","C4",1
"951","710B","A17","2",54,4.6,5,53.2,15.6,16,25,0.67,0.43,0.07,"B12","1","treated","MAG","MAG710B","CORSICA","C4","F20093",42.59243333,9.04045,"A17_2","C4",1
"1341","710B","A17","2",46,3.1,7,50.4,17,29,49,1.45,0.52,0.24,"F3","1","treated","MAG","MAG710B","CORSICA","C4","F20093",42.59243333,9.04045,"A17_2","C4",1
"782","714A","A17","2",53.7,3.6,4,56.6,14.9,9,37,1.33,0.31,0.07,"A7","2","treated","MAG","MAG714A","CORSICA","C3","F20093",42.97263333,9.366483333,"A17_2","C3",1
"848","714A","A17","2",42.8,3.3,3,43.8,9.5,8,66,1.01,0.28,0.1,"B1","8","treated","MAG","MAG714A","CORSICA","C3","F20093",42.97263333,9.366483333,"A17_2","C3",1
"878","714A","A17","2",47,3.6,9,48.1,16.1,11,127,0.77,0.63,0.24,"B4","8","treated","MAG","MAG714A","CORSICA","C3","F20093",42.97263333,9.366483333,"A17_2","C3",1
"1103","714B","A17","2",46.4,3.3,6,48.8,14.5,31,77,0.56,0.36,0.07,"D3","3","treated","MAG","MAG714B","CORSICA","C3","F20093",42.97263333,9.366483333,"A17_2","C3",1
"1253","714B","A17","2",43,4.5,5,50.4,18,25,85,0.68,0.5,0.18,"E6","3","treated","MAG","MAG714B","CORSICA","C3","F20093",42.97263333,9.366483333,"A17_2","C3",1
"741","722A","A17","2",37.9,3.9,7,52.2,14.7,8,40,1.47,0.39,0.06,"A3","1","treated","MAG","MAG722A","CORSICA","C1","F83026",42.16748333,9.542716667,"A17_2","C1",1
"849","722A","A17","2",50.1,4.9,8,51.8,17.7,10,86,0.43,0.47,0.12,"B1","9","treated","MAG","MAG722A","CORSICA","C1","F83026",42.16748333,9.542716667,"A17_2","C1",1
"894","722A","A17","2",36.6,4.6,5,52.4,22,9,65,0.11,0.43,0.08,"B6","4","treated","MAG","MAG722A","CORSICA","C1","F83026",42.16748333,9.542716667,"A17_2","C1",1
"1015","722A","A17","2",39.7,4.1,5,51.9,16.4,20,75,0.57,0.38,0.13,"C6","5","treated","MAG","MAG722A","CORSICA","C1","F83026",42.16748333,9.542716667,"A17_2","C1",1
"1040","722B","A17","2",42.7,3.6,8,53.1,19.5,42,52,0.45,0.69,0.18,"C8","10","treated","MAG","MAG722B","CORSICA","C1","F83026",42.16748333,9.542716667,"A17_2","C1",1
"1127","722B","A17","2",43.1,3.6,5,59.8,19.2,24,13,1.22,0.42,0.15,"D5","7","treated","MAG","MAG722B","CORSICA","C1","F83026",42.16748333,9.542716667,"A17_2","C1",1
"1159","722B","A17","2",44.3,5.3,9,58.9,25,41,51,1.13,0.57,0.18,"D8","9","treated","MAG","MAG722B","CORSICA","C1","F83026",42.16748333,9.542716667,"A17_2","C1",1
"1207","722B","A17","2",49,5.7,6,54.9,20,41,93,1.63,0.69,0.23,"E1","7","treated","MAG","MAG722B","CORSICA","C1","F83026",42.16748333,9.542716667,"A17_2","C1",1
"773","724A","A17","2",36.2,3.2,5,51.8,14.4,6,42,0.87,0.23,0.07,"A6","3","treated","MAG","MAG724A","CORSICA","C4","F20043",42.59171667,9.04035,"A17_2","C4",1
"1326","724A","A17","2",41.9,4.2,4,43.9,13.4,13,43,0.98,0.21,0.1,"F1","6","treated","MAG","MAG724A","CORSICA","C4","F20043",42.59171667,9.04035,"A17_2","C4",1
"1376","724A","A17","2",39.3,4.6,4,33.3,11.8,9,50,0.51,0.12,0.09,"F6","6","treated","MAG","MAG724A","CORSICA","C4","F20043",42.59171667,9.04035,"A17_2","C4",1
"1382","724A","A17","2",20.1,1.6,3,40.5,6,5,25,1.15,0.05,0.01,"F7","2","treated","MAG","MAG724A","CORSICA","C4","F20043",42.59171667,9.04035,"A17_2","C4",1
"1095","726A","A17","2",10.6,1.5,3,38,6,6,27,0.66,0.06,0.03,"D2","5","treated","MAG","MAG726A","CORSICA","C4","F20043",42.59098333,9.040233333,"A17_2","C4",1
"1121","726A","A17","2",38.7,2.6,4,51.1,11,13,28,1,0.19,0.09,"D5","1","treated","MAG","MAG726A","CORSICA","C4","F20043",42.59098333,9.040233333,"A17_2","C4",1
"1356","726A","A17","2",NA,1.6,3,42,7.1,6,17,1.22,0.08,0.03,"F4","6","treated","MAG","MAG726A","CORSICA","C4","F20043",42.59098333,9.040233333,"A17_2","C4",1
"1424","726A","A17","2",52,4.2,3,38,12,12,60,0.77,0.15,0.05,"F11","4","treated","MAG","MAG726A","CORSICA","C4","F20043",42.59098333,9.040233333,"A17_2","C4",1
"962","726B","A17","2",47.2,3.8,4,44,9.2,22,122,1.72,0.47,0.15,"C1","2","treated","MAG","MAG726B","CORSICA","C4","F20043",42.59098333,9.040233333,"A17_2","C4",1
"997","726B","A17","2",20.9,2.1,3,47.8,9,8,13,1.83,0.12,0.03,"C4","7","treated","MAG","MAG726B","CORSICA","C4","F20043",42.59098333,9.040233333,"A17_2","C4",1
"1252","726B","A17","2",47.1,2.4,4,51.7,10,9,46,0.81,0.2,0.05,"E6","2","treated","MAG","MAG726B","CORSICA","C4","F20043",42.59098333,9.040233333,"A17_2","C4",1
"1350","726B","A17","2",NA,1.1,3,48.1,7.2,8,12,2.67,0.08,0.02,"F3","10","treated","MAG","MAG726B","CORSICA","C4","F20043",42.59098333,9.040233333,"A17_2","C4",1
"1102","733A","A17","2",32.9,3.7,4,52.7,15.8,15,44,1.37,0.2,0.04,"D3","2","treated","MAG","MAG733A","FRANCE","17","F20043",43.12693333,6.125216667,"A17_2","17",1
"1106","733A","A17","2",NA,0.6,2,32.6,5.1,6,0,0,0.05,0.01,"D3","6","treated","MAG","MAG733A","FRANCE","17","F20043",43.12693333,6.125216667,"A17_2","17",1
"1202","733A","A17","2",48.3,3.7,4,50.1,12.5,13,51,0.87,0.3,0.08,"E1","2","treated","MAG","MAG733A","FRANCE","17","F20043",43.12693333,6.125216667,"A17_2","17",1
"1357","733A","A17","2",NA,1,3,46.2,6.1,6,11,1.53,0.06,0.02,"F4","7","treated","MAG","MAG733A","FRANCE","17","F20043",43.12693333,6.125216667,"A17_2","17",1
"1049","739A","A17","2",38.2,2.6,5,56.9,11,12,30,0.98,0.17,0.04,"C9","9","treated","MAG","MAG739A","FRANCE","20","F20093",43.53285,6.567616667,"A17_2","20",1
"1439","739A","A17","2",NA,1.3,3,45.6,9,6,15,0.94,0.03,0.02,"F12","9","treated","MAG","MAG739A","FRANCE","20","F20093",43.53285,6.567616667,"A17_2","20",1
"1451","739A","A17","2",19.9,1.9,4,48.7,10.2,4,5,5.66,0.08,0.01,"B13","1","treated","MAG","MAG739A","FRANCE","20","F20093",43.53285,6.567616667,"A17_2","20",1
"921","740A","A17","2",26.7,6.9,9,52,22.5,14,27,0.87,0.72,0.11,"B9","1","treated","MAG","MAG740A","FRANCE","20","F20093",43.53403333,6.572616667,"A17_2","20",1
"1370","740A","A17","2",47.6,2.4,3,45.5,10.4,12,68,0.66,0.22,0.08,"F5","10","treated","MAG","MAG740A","FRANCE","20","F20093",43.53403333,6.572616667,"A17_2","20",1
"729","746A","A17","2",38.4,3.1,5,45.9,10.4,6,66,0.97,0.21,0.05,"A1","9","treated","MAG","MAG746A","SPAIN","9","F20093",36.91188333,-3.47665,"A17_2","9",1
"886","746A","A17","2",NA,0.9,3,47.9,6.5,3,29,0.59,0.07,0.04,"B5","6","treated","MAG","MAG746A","SPAIN","9","F20093",36.91188333,-3.47665,"A17_2","9",1
"952","746A","A17","2",41.9,3.1,5,51.4,13.6,5,37,0,0.16,0.06,"B12","2","treated","MAG","MAG746A","SPAIN","9","F20093",36.91188333,-3.47665,"A17_2","9",1
"1174","746A","A17","2",23.1,1.4,3,43.9,6.7,7,32,0.79,0.07,0.01,"D10","4","treated","MAG","MAG746A","SPAIN","9","F20093",36.91188333,-3.47665,"A17_2","9",1
"923","746B","A17","2",41.2,3.7,6,54.9,9.6,8,6,1.03,0.25,0.04,"B9","3","treated","MAG","MAG746B","SPAIN","9","F20093",36.91188333,-3.47665,"A17_2","9",1
"939","746B","A17","2",27.4,1.8,3,49.6,8.1,4,43,0.49,0.1,0.01,"B10","9","treated","MAG","MAG746B","SPAIN","9","F20093",36.91188333,-3.47665,"A17_2","9",1
"1425","746B","A17","2",25.6,2.3,5,39.8,9.4,13,76,1.02,0.17,0.05,"F11","5","treated","MAG","MAG746B","SPAIN","9","F20093",36.91188333,-3.47665,"A17_2","9",1
"1156","748A","A17","2",30.6,2,4,48.5,9,8,25,0.8,0.13,0.03,"D8","6","treated","MAG","MAG748A","SPAIN","11","ESP174",36.93678333,-4.356083333,"A17_2","11",1
"1206","748A","A17","2",32.1,2.1,4,48.5,9,8,46,0.99,0.09,0.01,"E1","6","treated","MAG","MAG748A","SPAIN","11","ESP174",36.93678333,-4.356083333,"A17_2","11",1
"1406","748A","A17","2",40.7,2.8,4,53.8,9.5,8,55,0.33,0.13,0.07,"F9","6","treated","MAG","MAG748A","SPAIN","11","ESP174",36.93678333,-4.356083333,"A17_2","11",1
"914","748B","A17","2",50.9,3.2,5,49.1,18.9,8,68,1.45,0.19,0.08,"B8","4","treated","MAG","MAG748B","SPAIN","11","ESP174",36.93678333,-4.356083333,"A17_2","11",1
"948","748B","A17","2",NA,0.9,3,43.2,7.4,3,8,0.85,0.47,0.02,"B11","8","treated","MAG","MAG748B","SPAIN","11","ESP174",36.93678333,-4.356083333,"A17_2","11",1
"1313","748B","A17","2",23.4,2.1,2,41,7.5,7,13,1.23,0.07,0.01,"E12","3","treated","MAG","MAG748B","SPAIN","11","ESP174",36.93678333,-4.356083333,"A17_2","11",1
"1346","748B","A17","2",31.2,3.1,4,45.6,13,15,59,0.52,0.24,NA,"F3","6","treated","MAG","MAG748B","SPAIN","11","ESP174",36.93678333,-4.356083333,"A17_2","11",1
"825","749A","A17","2",NA,1,3,44.4,6.5,3,17,1.01,0.05,0.01,"A11","5","treated","MAG","MAG749A","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"1201","749A","A17","2",31.9,4.2,4,51.6,13,10,49,1.33,0.17,0.06,"E1","1","treated","MAG","MAG749A","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"1316","749A","A17","2",51.8,3.9,4,51.9,16.1,12,28,1.33,0.2,0.06,"E12","6","treated","MAG","MAG749A","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"1446","749A","A17","2",39.7,7.1,3,55.2,22.7,8,21,0.28,0.21,0.06,"A13","6","treated","MAG","MAG749A","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"785","749B","A17","2",33.9,2.7,4,49.7,10.3,5,19,1.45,0.16,0.01,"A7","5","treated","MAG","MAG749B","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"828","749B","A17","2",46,3.9,5,40.5,18.7,7,24,1.37,0.29,0.06,"A11","8","treated","MAG","MAG749B","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"1199","749B","A17","2",26.6,2.7,3,52.1,8,9,22,1.46,0.1,0.04,"D12","9","treated","MAG","MAG749B","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"1214","749B","A17","2",31.2,3.9,3,36.3,10.5,12,40,0.62,0.16,0.06,"E2","4","treated","MAG","MAG749B","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"953","749C","A17","2",47.5,3.2,5,44.3,10.9,5,28,1.37,0.22,0.09,"B12","3","treated","MAG","MAG749C","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"1119","749C","A17","2",34.3,2.4,5,52.6,14,15,50,0.8,0.21,0.04,"D4","9","treated","MAG","MAG749C","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"1398","749C","A17","2",48.1,2.9,4,43.7,9.7,7,16,0.21,0.13,0.01,"F8","8","treated","MAG","MAG749C","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"1430","749C","A17","2",42.6,1.5,3,47.8,9.2,10,44,1.61,0.14,0.07,"F11","10","treated","MAG","MAG749C","FRANCE","20","F83026",43.53285,6.567616667,"A17_2","20",1
"944","753A","A17","2",NA,0.5,2,31.4,4.8,2,8,2.2875,0.01,0.02,"B11","4","treated","MAG","MAG753A","FRANCE","20","F20043",43.53283333,6.567466667,"A17_2","20",1
"1019","753A","A17","2",40.7,3.2,4,52.1,8.5,9,33,0.67,0.26,0.04,"C6","9","treated","MAG","MAG753A","FRANCE","20","F20043",43.53283333,6.567466667,"A17_2","20",1
"1061","753A","A17","2",35.5,1.1,3,51.3,8,7,18,0.36,0.09,0.02,"C11","1","treated","MAG","MAG753A","FRANCE","20","F20043",43.53283333,6.567466667,"A17_2","20",1
"1105","753A","A17","2",27.8,3,4,50.4,13,13,30,1.62,0.21,0.05,"D3","5","treated","MAG","MAG753A","FRANCE","20","F20043",43.53283333,6.567466667,"A17_2","20",1
"722","755A","A17","2",21,2.1,5,38.1,7.7,6,16,1.7,0.13,0.02,"A1","2","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"810","755A","A17","2",44.4,4,4,52.5,15.2,8,23,0.91,0.26,0.03,"A9","10","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"839","755A","A17","2",39.9,2.9,3,54.4,10.9,5,25,3.22,0.16,0.05,"A12","9","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"896","755A","A17","2",43.1,4.1,5,60.9,20.5,13,42,1.56,0.4,0.06,"B6","6","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1016","755A","A17","2",52.5,2.5,4,46,8,10,61,0.86,0.27,0.13,"C6","6","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1150","755A","A17","2",20.3,1.5,3,54.3,8.3,9,19,0.4,0.13,0.01,"D7","10","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1261","755A","A17","2",55,3.5,5,49.4,13.8,17,86,0.96,0.35,0.14,"E7","1","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1349","755A","A17","2",20.3,1.8,4,44.2,9,9,16,1.71,0.14,0.04,"F3","9","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1393","755A","A17","2",50.2,3.5,4,42.6,12.5,14,79,1.17,0.21,0.06,"F8","3","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"735","755B","A17","2",20.1,1.9,5,45.1,9.1,4,37,0.7,0.15,0.05,"A2","5","treated","MAG","MAG755B","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1074","755B","A17","2",44.9,2.3,4,52.6,15.5,18,46,1.7,0.3,0.11,"C12","4","treated","MAG","MAG755B","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1254","755B","A17","2",49.5,2.9,3,51.9,10.8,10,31,1.1,0.22,0.09,"E6","4","treated","MAG","MAG755B","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1306","755B","A17","2",51.3,4.1,4,47.2,11.2,16,25,9.2,0.26,0.12,"E11","6","treated","MAG","MAG755B","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"809","757C","A17","2",26.5,2.5,4,52.4,11.2,4,13,0.05,0.13,0.04,"A9","9","treated","MAG","MAG757C","SPAIN","11","F20093",36.93671667,-4.3563,"A17_2","11",1
"956","757C","A17","2",43.6,2.2,4,54.2,10.3,4,41,0.94,0.14,0.08,"B12","6","treated","MAG","MAG757C","SPAIN","11","F20093",36.93671667,-4.3563,"A17_2","11",1
"963","757C","A17","2",37.8,1.6,3,50.5,10.5,15,23,1.05,0.19,0.06,"C1","3","treated","MAG","MAG757C","SPAIN","11","F20093",36.93671667,-4.3563,"A17_2","11",1
"1082","757C","A17","2",36.9,2,4,45.3,10.8,24,44,1.02,0.2,0.09,"D1","2","treated","MAG","MAG757C","SPAIN","11","F20093",36.93671667,-4.3563,"A17_2","11",1
"1272","757C","A17","2",NA,1.1,4,47.7,8.4,8,41,1.47,0.16,0.11,"E8","2","treated","MAG","MAG757C","SPAIN","11","F20093",36.93671667,-4.3563,"A17_2","11",1
"1383","757C","A17","2",41.4,3.9,6,39.5,17,20,27,0.97,0.39,0.06,"F7","3","treated","MAG","MAG757C","SPAIN","11","F20093",36.93671667,-4.3563,"A17_2","11",1
"1387","757C","A17","2",37,2.7,4,46,8,8,42,1.22,0.13,0.02,"F7","7","treated","MAG","MAG757C","SPAIN","11","F20093",36.93671667,-4.3563,"A17_2","11",1
"837","758A","A17","2",NA,1.6,3,44.2,7.9,4,19,0.91,0.06,0.01,"A12","7","treated","MAG","MAG758A-mel","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"904","758A","A17","2",20.1,0.8,4,51.3,9.4,4,7,0.91,0.16,0.01,"B7","4","treated","MAG","MAG758A-mel","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"977","758A","A17","2",41.2,3.2,5,46.7,15,18,42,0.95,0.26,0.12,"C2","7","treated","MAG","MAG758A-mel","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1026","758A","A17","2",34.9,2.8,4,46.4,11.5,19,49,1.05,0.25,0.05,"C7","6","treated","MAG","MAG758A-mel","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1027","758A","A17","2",32.5,2.9,4,48,9,11,73,0.97,0.2,0.17,"C7","7","treated","MAG","MAG758A-mel","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1028","758A","A17","2",32.7,1.9,5,60.8,11.7,10,52,0.79,0.2,0.08,"C7","8","treated","MAG","MAG758A-mel","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"1304","758A","A17","2",54.4,3.7,4,46.3,11.2,14,26,10.2,0.19,0.05,"E11","4","treated","MAG","MAG758A-mel","SPAIN","11","F83026",36.93678333,-4.356083333,"A17_2","11",1
"861","761A","A17","2",36.3,2.9,4,35.2,11.6,8,71,0.6,0.31,0.12,"B3","1","treated","MAG","MAG761A","FRANCE","20","F20043",43.53286667,6.566783333,"A17_2","20",1
"863","761A","A17","2",38.4,2.7,4,40.5,11.4,6,60,0.76,0.19,0.07,"B3","3","treated","MAG","MAG761A","FRANCE","20","F20043",43.53286667,6.566783333,"A17_2","20",1
"920","761A","A17","2",34.8,4,4,40.8,10.4,8,64,0.94,0.3,0.04,"B8","10","treated","MAG","MAG761A","FRANCE","20","F20043",43.53286667,6.566783333,"A17_2","20",1
"927","761A","A17","2",52.4,2.9,4,55.1,10.9,5,11,0.87,0.18,0.04,"B9","7","treated","MAG","MAG761A","FRANCE","20","F20043",43.53286667,6.566783333,"A17_2","20",1
"1041","761A","A17","2",52.2,2.8,3,46.8,10.5,15,28,1.77,0.18,0.06,"C9","1","treated","MAG","MAG761A","FRANCE","20","F20043",43.53286667,6.566783333,"A17_2","20",1
"1046","761A","A17","2",44.2,2.9,7,53.9,15.5,34,2,0.1,0.44,0.07,"C9","6","treated","MAG","MAG761A","FRANCE","20","F20043",43.53286667,6.566783333,"A17_2","20",1
"1172","761A","A17","2",48.1,4.5,5,47.9,18,25,96,1.63,0.43,0.16,"D10","2","treated","MAG","MAG761A","FRANCE","20","F20043",43.53286667,6.566783333,"A17_2","20",1
"955","762A","A17","2",49.9,2.4,4,52,8.8,5,23,0.95,0.16,0.04,"B12","5","treated","MAG","MAG762A","FRANCE","17","ESP174",43.12538333,6.12535,"A17_2","17",1
"1022","762A","A17","2",42.4,3.9,4,53.7,9.1,16,104,0.83,0.27,0.11,"C7","2","treated","MAG","MAG762A","FRANCE","17","ESP174",43.12538333,6.12535,"A17_2","17",1
"1054","762A","A17","2",46.4,2.8,4,50.9,10.2,13,32,1.15,0.32,0.04,"C10","4","treated","MAG","MAG762A","FRANCE","17","ESP174",43.12538333,6.12535,"A17_2","17",1
"1109","762A","A17","2",46.7,3.5,5,42.3,19.8,28,72,1.46,0.4,0.11,"D3","9","treated","MAG","MAG762A","FRANCE","17","ESP174",43.12538333,6.12535,"A17_2","17",1
"1210","762A","A17","2",41.7,2.4,2,40.2,10.5,8,71,1.22,0.15,0.02,"E1","10","treated","MAG","MAG762A","FRANCE","17","ESP174",43.12538333,6.12535,"A17_2","17",1
"1303","762A","A17","2",47.9,5.5,10,53.6,22.1,51,20,9.2,0.84,0.07,"E11","3","treated","MAG","MAG762A","FRANCE","17","ESP174",43.12538333,6.12535,"A17_2","17",1
"1437","762A","A17","2",36.9,4.8,5,51.7,19,28,22,0.97,0.4,0.11,"F12","7","treated","MAG","MAG762A","FRANCE","17","ESP174",43.12538333,6.12535,"A17_2","17",1
"1137","7A","A17","2",39.7,4.2,5,61.3,19,20,62,0.7,0.4,0.12,"D6","7","treated","MAG","MAG7A","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"1265","7A","A17","2",55.1,3.3,4,52.9,11,17,75,1.51,0.33,0.09,"E7","5","treated","MAG","MAG7A","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"1465","7A","A17","2",51.4,2.7,4,45.6,8.7,20,55,0.95,0.22,0.07,"E13","5","treated","MAG","MAG7A","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"949","7B","A17","2",48.9,4.2,7,51,15.3,11,NA,NA,NA,NA,"B11","9","treated","MAG","MAG7B","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"1247","7B","A17","2",34.9,3.9,4,48.8,15,13,73,0.95,0.27,0.05,"E5","7","treated","MAG","MAG7B","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"1457","7B","A17","2",59.8,6,5,54,19.5,18,48,1.16,0.48,0.12,"B13","7","treated","MAG","MAG7B","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"943","90A","A17","2",36.6,4.3,3,53.3,18.3,8,49,0.65,0.31,0.08,"B11","3","treated","MAG","MAG90A","FRANCE","3","F11005",43.12231667,3.075283333,"A17_2","3",1
"972","90A","A17","2",25.5,4.3,5,26.9,16.5,21,88,1.39,0.28,0.17,"C2","2","treated","MAG","MAG90A","FRANCE","3","F11005",43.12231667,3.075283333,"A17_2","3",1
"1020","90A","A17","2",49.7,2.7,3,46.4,12,19,27,0.77,0.36,0.14,"C6","10","treated","MAG","MAG90A","FRANCE","3","F11005",43.12231667,3.075283333,"A17_2","3",1
"857","90B","A17","2",41.8,3.6,5,49.1,18.2,6,36,0.92,0.32,0.08,"B2","7","treated","MAG","MAG90B","FRANCE","3","F11005",43.12231667,3.075283333,"A17_2","3",1
"1147","90B","A17","2",44.1,2.5,4,54,8.5,11,43,0.96,0.18,0.08,"D7","7","treated","MAG","MAG90B","FRANCE","3","F11005",43.12231667,3.075283333,"A17_2","3",1
"1335","90B","A17","2",36.5,6.4,4,49.3,21.4,22,39,1.66,0.45,0.15,"F2","5","treated","MAG","MAG90B","FRANCE","3","F11005",43.12231667,3.075283333,"A17_2","3",1
"1501","7A","DZA","3",45.9,8.4,8,53.8,14.5,29,34,2.78,0.77,0.35,"A1","2","treated","MAG","MAG7A","FRANCE","4","ESP174",43.12198333,3.095533333,"DZA_3","4",1
"1502","32","DZA","3",34.9,9.6,13,49.4,13.9,29,29,1.26,1.42,0.22,"A1","3","treated","MAG","MAG32","FRANCE","2","F11005",43.14543333,2.999366667,"DZA_3","2",1
"1503","15","DZA","3",38.5,6.3,7,47.5,11.2,19,33,1.53,0.5,0.14,"A1","4","treated","MAG","MAG15","FRANCE","7","F66009",42.58826667,2.78495,"DZA_3","7",1
"1505","142","DZA","3",43.7,14.5,13,48.6,17.8,36,31,1.7,0.75,0.17,"A1","6","treated","MAG","MAG142","FRANCE","16","ESP174",43.37693333,5.188133333,"DZA_3","16",1
"1506","336","DZA","3",47.3,8.8,5,51.3,13.9,20,68,1.76,0.62,0.22,"A1","7","treated","MAG","MAG336","FRANCE","18","F83026",43.1653,6.4774,"DZA_3","18",1
"1507","88","DZA","3",43.1,10.7,7,43.9,16,25,46,3.12,0.76,0.71,"A1","8","treated","MAG","MAG88","FRANCE","6","F20089",42.74205,2.814916667,"DZA_3","6",1
"1508","73","DZA","3",43.9,6.4,6,53.6,12.8,16,23,3.65,0.47,0.1,"A1","9","treated","MAG","MAG73","FRANCE","4","ESP174",43.12226667,3.096033333,"DZA_3","4",1
